id,district,name,surname,party,alliance,status_change,isMilletvekili,profession,title,platform,political_stance,bsky_handle,bsky_displayName,bsky_match_note,bsky_match_status,bsky_description,bsky_best_score,bsky_source
1,Adana,Ömer,Çelik,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,omercelik.com,Omer Celik,no candidates,ok,"Engineer at Amazon & 
Developer of tureng.com",9.0,auto
2,Adana,Ahmet,Zenbilci,Bağımsız,,,True,Milletvekili,TBMM Milletvekili,TBMM,Bağımsız / Belirtilmemiş,nan,nan,no candidates,manual,,999.0,manual
3,Adana,Sunay,Karamık,Bağımsız,,,True,Milletvekili,TBMM Milletvekili,TBMM,Bağımsız / Belirtilmemiş,nan,nan,no candidates,manual,,999.0,manual
4,Adana,Abdullah,Doğru,Bağımsız,,,True,Milletvekili,TBMM Milletvekili,TBMM,Bağımsız / Belirtilmemiş,nan,nan,no candidates,manual,,999.0,manual
5,Adana,Faruk,Aytek,Bağımsız,,,True,Milletvekili,TBMM Milletvekili,TBMM,Bağımsız / Belirtilmemiş,nan,nan,no candidates,manual,,999.0,manual
6,Adana,Orhan,Sümer,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,nan,nan,no candidates,manual,,999.0,manual
7,Adana,Müzeyyen,Şevkin,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,muzeyyensevkin.bsky.social,Dr. Müzeyyen Şevkin,score=6,ok,,,auto
8,Adana,Burhanettin,Bulut,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,eczburhan.bsky.social,Burhanettin Bulut,score=8,ok,,,auto
9,Adana,Sadullah,Kısacık,Yeni Yol,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyalist Muhalif,nan,nan,no candidates,manual,,999.0,manual
10,Adana,Ayhan,Barut,Yeni Yol,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyalist Muhalif,ayhanbarut.bsky.social,Ayhan Barut,score=10,ok,,,auto
11,Adana,Muharrem,Varlı,Milliyetçi Hareket Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Milliyetçi İktidar,nan,nan,no candidates,manual,,999.0,manual
12,Adana,Ayşe Sibel,Ersoy,Milliyetçi Hareket Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Milliyetçi İktidar,nan,nan,no candidates,manual,,999.0,manual
13,Adana,Ayyüce,Türkeş Taş,İYİ Parti,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Merkez Sağ Milliyetçi Muhalif,nan,nan,no candidates,manual,,999.0,manual
14,Adana,Bilal,Bilici,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,nan,nan,no candidates,manual,,999.0,manual
15,Adana,Tülay,Hatimoğulları Oruç,Halkların Eşitlik ve Demokrasi Partisi,Emek ve Özgürlük İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Kürt Siyaseti Sol Muhalif,nan,nan,no candidates,manual,,999.0,manual
16,Adıyaman,Resul,Kurt,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
17,Adıyaman,İshak,Şan,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
18,Adıyaman,Mustafa,Alkayış,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
19,Adıyaman,Hüseyin,Özhan,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
20,Adıyaman,Abdurrahman,Tutdere,Cumhuriyet Halk Partisi,Millet İttifakı,Milletvekilliğinden istifa,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,avtutdere.bsky.social,Av. Abdurrahman Tutdere,score=10,ok,,,auto
21,Afyonkarahisar,Ali,Özkaya,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,ali58ali.bsky.social,Ali Özkaya,no candidates,ok,,9.0,auto
22,Afyonkarahisar,İbrahim,Yurdunuseven,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
23,Afyonkarahisar,Hasan,Arslan,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nhba.bsky.social,HASAN ARSLAN,no candidates,ok,"EMEKLİ ÖĞRETMEN
KEMALİST",9.0,auto
24,Afyonkarahisar,Burcu,Köksal,Cumhuriyet Halk Partisi,Millet İttifakı,Milletvekilliğinden istifa,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,nan,nan,no candidates,manual,,999.0,manual
25,Afyonkarahisar,Mehmet,Taytak,Milliyetçi Hareket Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Milliyetçi İktidar,nan,nan,no candidates,manual,,999.0,manual
26,Afyonkarahisar,Hakan Şeref,Olgun,İYİ Parti,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Merkez Sağ Milliyetçi Muhalif,hakanseref.bsky.social,Hakan Şeref OLGUN,score=8,ok,,,auto
27,Ağrı,Sırrı,Sakık,Halkların Eşitlik ve Demokrasi Partisi,Emek ve Özgürlük İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Kürt Siyaseti Sol Muhalif,ssakik.bsky.social,Sırrı Sakık,score=6,ok,,,auto
28,Ağrı,Nejla,Demir,Halkların Eşitlik ve Demokrasi Partisi,Emek ve Özgürlük İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Kürt Siyaseti Sol Muhalif,nan,nan,no candidates,manual,,999.0,manual
29,Ağrı,Heval,Bozdağ,Halkların Eşitlik ve Demokrasi Partisi,Emek ve Özgürlük İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Kürt Siyaseti Sol Muhalif,nan,nan,no candidates,manual,,999.0,manual
30,Ağrı,Ruken,Kilerci,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
31,Aksaray,Cengiz,Aydoğdu,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
32,Aksaray,Hüseyin,Altınsoy,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
33,Aksaray,Ramazan,Kaşlı,Milliyetçi Hareket Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Milliyetçi İktidar,nan,nan,no candidates,manual,,999.0,manual
34,Aksaray,Turan,Yaldır,İYİ Parti,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Merkez Sağ Milliyetçi Muhalif,nan,nan,no candidates,manual,,999.0,manual
35,Amasya,Haluk,İpek,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
36,Amasya,Hasan,Çilez,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
37,Amasya,Reşat,Karagöz,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,nan,nan,no candidates,manual,,999.0,manual
38,Ankara (I),Gamze,Taşçıer,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,nan,nan,no candidates,manual,,999.0,manual
39,Ankara (I),Deniz,Demir,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,nan,nan,no candidates,manual,CHP Ankara Milletvekili,999.0,manual
40,Ankara (I),Okan,Konuralp,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,nan,nan,no candidates,manual,,999.0,manual
41,Ankara (I),Sadullah,Ergin,Yeni Yol,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyalist Muhalif,nan,nan,no candidates,manual,,999.0,manual
42,Ankara (I),Mustafa Nedim,Yamalı,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
43,Ankara (I),Aliye Timisi,Ersever,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,CHP Ankara Milletvekili,999.0,manual
44,Ankara (I),Yıldırım Tuğrul,Türkeş,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
45,Ankara (I),Jülide,Sarıeroğlu,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
46,Ankara (I),Murat,Alparslan,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
47,Ankara (I),Zehranur,Aydemir,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
48,Ankara (I),Koray,Aydın,Bağımsız,,İYİ Parti,True,Milletvekili,TBMM Milletvekili,TBMM,Bağımsız / Belirtilmemiş,nan,nan,no candidates,manual,Ankara Milletvekili | Eski Bayındırlık ve İskan Bakanı | Makine Mühendisi,999.0,manual
49,Ankara (I),Ahmet Eşref,Fakıbaba,Bağımsız,,İYİ Parti,True,Milletvekili,TBMM Milletvekili,TBMM,Bağımsız / Belirtilmemiş,nan,nan,no candidates,manual,,999.0,manual
50,Ankara (I),Mevlüt,Karakaya,Milliyetçi Hareket Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Milliyetçi İktidar,nan,nan,no candidates,manual,,999.0,manual
51,Ankara (II),Vedat,Bilgin,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
52,Ankara (II),Lütfiye Selva,Çam,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
53,Ankara (II),Orhan,Yegin,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
54,Ankara (II),Zeynep,Yıldız,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,Doğa Haklarından Sorumlu Stoacı ✊🏻🌿,999.0,manual
55,Ankara (II),Osman,Gökçek,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,"osmangokcek@remaxoksijen.com
📱0 532 2676155",999.0,manual
56,Ankara (II),Kurtcan,Çelebi,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
57,Ankara (II),Murat,Emir,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,nan,nan,no candidates,manual,"CHP Grup Başkanvekili |
Ankara Milletvekili |
Doktor | Hukukçu",999.0,manual
58,Ankara (II),İdris,Şahin,Yeni Yol,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyalist Muhalif,idrissahin.bsky.social,🇹🇷 İdris Şahin,no candidates,ok,,9.0,auto
59,Ankara (II),Semra,Dinçer,Yeni Yol,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyalist Muhalif,nan,nan,no candidates,manual,,999.0,manual
60,Ankara (II),Sadir,Durmaz,Milliyetçi Hareket Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Milliyetçi İktidar,nan,nan,no candidates,manual,,999.0,manual
61,Ankara (II),Adnan,Beker,Cumhuriyet Halk Partisi,Millet İttifakı,İYİ Parti,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,nan,nan,no candidates,manual,......,999.0,manual
62,Ankara (III),Fuat,Oktay,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
63,Ankara (III),Leyla,Şahin Usta,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
64,Ankara (III),Ömer,İleri,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
65,Ankara (III),Asuman,Erdoğan,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
66,Ankara (III),Ahmet Fethan,Baykoç,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,"Adalet ve Kalkınma Partisi Ankara Milletvekili
Genel Başkan Vekili Yardımcısı",999.0,manual
67,Ankara (III),Tekin,Bingöl,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,nan,nan,no candidates,manual,,999.0,manual
68,Ankara (III),Umut,Akdoğan,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,nan,nan,no candidates,manual,,999.0,manual
69,Ankara (III),Mesut,Doğan,Yeni Yol,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyalist Muhalif,nan,nan,no candidates,manual,,999.0,manual
70,Ankara (III),Aylin,Yaman,Yeni Yol,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyalist Muhalif,draylinyaman.bsky.social,Aylin Yaman,no candidates,ok,"CHP Ankara Milletvekili | Sağlık, Aile , Çalışma ve Sosyal İşler Komisyonu Üyesi",9.0,auto
71,Ankara (III),Yüksel,Arslan,İYİ Parti,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Merkez Sağ Milliyetçi Muhalif,nan,nan,no candidates,manual,,999.0,manual
72,Ankara (III),Kürşad,Zorlu,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
73,Ankara (III),Yaşar,Yıldırım,Milliyetçi Hareket Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Milliyetçi İktidar,yasaryildirimfk.bsky.social,Yaşar Yıldırım,no candidates,ok,,9.0,auto
74,Antalya,Mevlüt,Çavuşoğlu,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
75,Antalya,Mustafa,Köse,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,kosemustafa.bsky.social,Mustafa Köse,no candidates,ok,,9.0,auto
76,Antalya,Tuba,Vural Çokal,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
77,Antalya,Kemal,Çelik,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,mustafakemalcelik.bsky.social,Mustafa Kemal Çelik,no candidates,ok,,9.0,auto
78,Antalya,Atay,Uslu,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,atayuslu.bsky.social,Atay USLU,no candidates,ok,Sevgiyle….,9.0,auto
79,Antalya,İbrahim Ethem,Taş,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,ethemtas.bsky.social,Av. İbrahim Ethem Taş,score=8,ok,,,auto
80,Antalya,Sururi,Çorabatır,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,nan,nan,no candidates,manual,,999.0,manual
81,Antalya,Cavit,Arı,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,nan,nan,no candidates,manual,,999.0,manual
82,Antalya,Aliye,Coşar,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,nan,nan,score=6,manual,,999.0,manual
83,Antalya,Serap,Yazıcı Özbudun,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
84,Antalya,Şerafettin,Kılıç,Yeni Yol,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyalist Muhalif,nan,nan,no candidates,manual,,999.0,manual
85,Antalya,Mustafa,Erdem,Yeni Yol,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyalist Muhalif,erdemkusdil.bsky.social,Mustafa Erdem Kusdil,no candidates,ok,Political Science PhD Candidate @umassamherst.bsky.social,9.0,auto
86,Antalya,Abdurrahman,Başkan,Milliyetçi Hareket Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Milliyetçi İktidar,nan,nan,no candidates,manual,,999.0,manual
87,Antalya,Hilmi,Durgun,Milliyetçi Hareket Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Milliyetçi İktidar,nan,nan,no candidates,manual,,999.0,manual
88,Antalya,Uğur,Poyraz,İYİ Parti,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Merkez Sağ Milliyetçi Muhalif,ugur-poyraz.bsky.social,UĞUR POYRAZ,score=11,ok,,,auto
89,Antalya,Aykut,Kaya,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,aykut-kaya.bsky.social,Aykut Kaya,no candidates,ok,,9.0,auto
90,Antalya,Hakkı Saruhan,Oruç,Halkların Eşitlik ve Demokrasi Partisi,Emek ve Özgürlük İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Kürt Siyaseti Sol Muhalif,nan,nan,no candidates,manual,,999.0,manual
91,Ardahan,Kaan,Koç,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,| Berlin Akademie der Künste | https://www.lyrikline.org/en/poems/akam-11779 | https://www.kitapyurdu.com/yazar/kaan-koc/52248.html,999.0,manual
92,Ardahan,Özgür Erdem,İncesu,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,nan,nan,score=8,manual,,999.0,manual
93,Artvin,Faruk,Çelik,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,farukcelik30.bsky.social,Faruk ÇELİK,no candidates,ok,,9.0,auto
94,Artvin,Uğur,Bayraktutan,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,nan,nan,no candidates,manual,,999.0,manual
95,Aydın,Bülent,Tezcan,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,nan,nan,score=10,manual,,999.0,manual
96,Aydın,Hüseyin,Yıldız,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,nan,nan,no candidates,manual,,999.0,manual
97,Aydın,Süleyman,Bülbül,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,avsbulbul.bsky.social,Süleyman Bülbül ,score=8,ok,,,auto
98,Aydın,Evrim,Karakoz,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,nan,nan,no candidates,manual,,999.0,manual
99,Aydın,Mustafa,Savaş,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
100,Aydın,Seda,Sarıbaş,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
101,Aydın,Ömer,Özmen,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,omerozmen.bsky.social,Ömer Özmen,no candidates,ok,"PhD, Banka/Finans, Borsa Yatırım, SMMM, B.Denetçi, Ser.Piy./ Kredi Der./ Gayrimenkul Değ./ Mülkiye/ MML/İstanbul",9.0,auto
102,Aydın,Ömer,Karakaş,İYİ Parti,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Merkez Sağ Milliyetçi Muhalif,xkaw.bsky.social,Ömer Karakaş,no candidates,ok,,9.0,auto
103,Balıkesir,İsmail,Ok,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,ismailok01.bsky.social,İsmail ok,no candidates,ok,Ruhu oruspu olanın bedenin abdest alması  sadece su ziyanıdır...,9.0,auto
104,Balıkesir,Belgin,Uygur,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
105,Balıkesir,Mustafa,Canbey,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,score=12,manual,,999.0,manual
106,Balıkesir,Ali Taylan,Öztaylan,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
107,Balıkesir,Ensar,Aytekin,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,nan,nan,score=9,manual,,999.0,manual
108,Balıkesir,Serkan,Sarı,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,zerqan.bsky.social,Serkan Sarı ,no candidates,ok,,9.0,auto
109,Balıkesir,Burak,Dalgın,Bağımsız,,,True,Milletvekili,TBMM Milletvekili,TBMM,Bağımsız / Belirtilmemiş,nan,nan,no candidates,manual,,999.0,manual
110,Balıkesir,Ekrem Gökay,Yüksel,Milliyetçi Hareket Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Milliyetçi İktidar,nan,nan,no candidates,manual,,999.0,manual
111,Balıkesir,Turhan,Çömez,İYİ Parti,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Merkez Sağ Milliyetçi Muhalif,nan,nan,score=9,manual,,999.0,manual
112,Bartın,Yusuf Ziya,Aldatmaz,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
113,Bartın,Aysu,Bankoğlu,Cumhuriyet Halk Partisi,Millet İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Sosyal Demokrat / Kemalist Muhalif,aysubankoglu.bsky.social,Aysu Bankoğlu,score=6,ok,,,auto
114,Batman,Keskin,Bayındır,Demokratik Bölgeler Partisi,Emek ve Özgürlük İttifakı,Halkların Eşitlik ve Demokrasi Partisi,True,Milletvekili,TBMM Milletvekili,TBMM,Kürt Siyaseti Sol Muhalif,nan,nan,score=7,manual,,999.0,manual
115,Batman,Zeynep,Oduncu,Halkların Eşitlik ve Demokrasi Partisi,Emek ve Özgürlük İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Kürt Siyaseti Sol Muhalif,nan,nan,no candidates,manual,,999.0,manual
116,Batman,Mehmet Rüştü,Tiryaki,Halkların Eşitlik ve Demokrasi Partisi,Emek ve Özgürlük İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Kürt Siyaseti Sol Muhalif,nan,nan,no candidates,manual,,999.0,manual
117,Batman,Ferhat,Nasıroğlu,Adalet ve Kalkınma Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,Muhafazakar İktidar,nan,nan,no candidates,manual,,999.0,manual
118,Batman,Serkan,Ramanlı,Hür Dava Partisi,Cumhur İttifakı,,True,Milletvekili,TBMM Milletvekili,TBMM,İslamcı Kürt Siyaseti,nan,nan,no candidates,manual,,999.0,manual
